AXCustomeraccount;AXDataAreaId;SAPCustomeraccount;Migrate
20023071;5316;50024895;Y
20042980;5316;50026168;Y
20004698;5316;50024226;Y
20046170;5316;50026621;Y
20032161;5316;50025149;Y
20038371;5316;50025643;Y
20040797;5316;50025936;Y
20048305;5316;50026868;Y
20047015;5316;50026717;Y
20034612;5316;50025261;Y
20040460;5316;50025903;Y
20044846;5316;50026432;Y
20040833;5316;50025942;Y
20016280;5316;50024687;Y
20045121;5316;50026483;Y
20045029;5316;50026463;Y
20018191;5316;50024763;Y
20039314;5316;50025765;Y
20039621;5316;50025803;Y
20038073;5316;50025613;Y
20038070;5316;50025611;Y
20045691;5316;50026568;Y
20018059;5316;50024756;Y
20012665;5316;50024570;Y
20012039;5316;50024563;Y
20037972;5316;50025597;Y
20009815;5316;50024471;Y
20047244;5316;50026750;Y
20046629;5316;50026676;Y
20018436;5316;50024770;Y
20033108;5316;50025192;Y
20020329;5316;50024819;Y
20045237;5316;50026500;Y
20042429;5316;50026110;Y
20041773;5316;50026028;Y
20035780;5316;50025366;Y
20032218;5316;50025152;Y
20008326;5316;50024427;Y
20023137;5316;50024897;Y
20024554;5316;50024933;Y
20045162;5316;50026489;Y
20021446;5316;50024853;Y
20018640;5316;50024778;Y
20046369;5316;50026649;Y
20044523;5316;50026390;Y
20029483;5316;50025055;Y
16002977;5316;50024017;Y
20047241;5316;50026748;Y
20047471;5316;50026770;Y
20042848;5316;50026152;Y
20033742;5316;50025222;Y
20045870;5316;50026587;Y
20042230;5316;50026080;Y
20004572;5316;50024213;Y
20028514;5316;50025029;Y
20043949;5316;50026317;Y
20036445;5316;50025435;Y
20035466;5316;50025324;Y
20048550;5316;50026901;Y
20020672;5316;50024830;Y
20008185;5316;50024417;Y
20047189;5316;50026739;Y
20036852;5316;50025475;Y
20043729;5316;50026285;Y
20007863;5316;50024402;Y
20030483;5316;50025086;Y
20035976;5316;50025386;Y
20017780;5316;50024750;Y
20018852;5316;50024789;Y
20007309;5316;50024385;Y
20019723;5316;50024807;Y
20047590;5316;50026787;Y
20028924;5316;50025042;Y
20029260;5316;50025049;Y
20033612;5316;50025212;Y
20038617;5316;50025670;Y
20044680;5316;50026405;Y
20039311;5316;50025763;Y
20043607;5316;50026268;Y
20043738;5316;50026287;Y
20029300;5316;50025051;Y
16002394;5316;50023975;Y
20034443;5316;50025245;Y
20041521;5316;50026004;Y
20012790;5316;50024575;Y
20048467;5316;50026885;Y
20045419;5316;50026527;Y
20043003;5316;50026173;Y
20035032;5316;;N
20044036;5316;50026333;Y
20039585;5316;50025798;Y
20041794;5316;50026032;Y
20016928;5316;50024707;Y
20041026;5316;50025955;Y
16001563;5316;50023935;Y
20035487;5316;50025328;Y
20021224;5316;50024846;Y
20048325;5316;50026871;Y
20029008;5316;50025044;Y
20035337;5316;50025303;Y
20040644;5316;50025926;Y
20006082;5316;50024316;Y
20039873;5316;50025833;Y
20035727;5316;50025357;Y
20037694;5316;50025570;Y
20048719;5316;50026923;Y
20040549;5316;;N
20038830;5316;50025697;Y
20012012;5316;50024558;Y
20033058;5316;50025191;Y
20043300;5316;50026212;Y
20035036;5316;50025282;Y
20048304;5316;50026867;Y
20014756;5316;50024641;Y
20021981;5316;50024862;Y
20018689;5316;50024782;Y
20008406;5316;50024430;Y
20039344;5316;50025767;Y
20044945;5316;50026447;Y
20041778;5316;50026031;Y
20046163;5316;50026620;Y
20045065;5316;50026468;Y
20042385;5316;50026104;Y
20035429;5316;50025317;Y
20045072;5316;50026470;Y
20047190;5316;50026740;Y
20045244;5316;50026502;Y
20031566;5316;50025124;Y
20044307;5316;50026363;Y
20030007;5316;50025071;Y
20026683;5316;50024993;Y
20036714;5316;50025464;Y
16000578;5316;50023866;Y
20048022;5316;50026836;Y
20031967;5316;50025135;Y
20036260;5316;50025412;Y
20038863;5316;50025700;Y
20020621;5316;50024829;Y
20039303;5316;50025761;Y
20012046;5316;50024564;Y
20035903;5316;50025380;Y
20006615;5316;50024345;Y
20039152;5316;50025738;Y
20040443;5316;50025901;Y
20004043;5316;50024182;Y
20010799;5316;50024508;Y
20027736;5316;50025014;Y
16002375;5316;50023972;Y
20038755;5316;;N
20030897;5316;50025102;Y
20017997;5316;50024755;Y
16003210;5316;50024040;Y
20045950;5316;50026597;Y
20038159;5316;;N
20025448;5316;50024958;Y
20045749;5316;50026573;Y
20045647;5316;50026560;Y
20018708;5316;50024783;Y
20034862;5316;50025273;Y
20043790;5316;50026292;Y
20041188;5316;50025972;Y
20007086;5316;50024370;Y
20046194;5316;50026627;Y
20005968;5316;50024305;Y
20043196;5316;50026195;Y
20025705;5316;50024970;Y
20005856;5316;50024299;Y
20018739;5316;50024786;Y
20043309;5316;50026216;Y
20005738;5316;50024289;Y
20033680;5316;50025214;Y
20034278;5316;50025238;Y
20013994;5316;50024621;Y
20043825;5316;50026301;Y
20010204;5316;50024489;Y
20035405;5316;50025312;Y
20025093;5316;50024941;Y
20047378;5316;50026767;Y
20043043;5316;50026177;Y
20006853;5316;50024352;Y
20008033;5316;50024406;Y
20040694;5316;;N
20042217;5316;50026078;Y
20042094;5316;50026067;Y
20014355;5316;50024631;Y
20020352;5316;50024820;Y
16001410;5316;50023927;Y
20026428;5316;50024988;Y
20040754;5316;50025934;Y
20038656;5316;50025674;Y
20045123;5316;50026484;Y
20045111;5316;50026482;Y
20043592;5316;50026262;Y
20006176;5316;50024326;Y
20018380;5316;50024768;Y
20048372;5316;50026879;Y
20014030;5316;50024623;Y
20017733;5316;50024746;Y
20047591;5316;50026788;Y
20039627;5316;50025804;Y
20029318;5316;50025804;D
20029225;5316;50025048;Y
20005140;5316;50024257;Y
20005518;5316;50024277;Y
20038421;5316;50025647;Y
20016810;5316;50024703;Y
20007672;5316;50024396;Y
20035899;5316;;N
20044325;5316;50026366;Y
20019327;5316;50024799;Y
20041687;5316;50026018;Y
20008760;5316;50024449;Y
20038734;5316;50025683;Y
20011937;5316;50024555;Y
20041486;5316;50026001;Y
20038083;5316;50025616;Y
20039578;5316;50025797;Y
20011622;5316;50024538;Y
20014287;5316;50024630;Y
20033360;5316;50025200;Y
20047281;5316;50026757;Y
20017697;5316;50024739;Y
20048268;5316;50026865;Y
20015714;5316;50024667;Y
20045979;5316;50026601;Y
16003097;5316;50024029;Y
20039849;5316;50025829;Y
20010179;5316;50024488;Y
20036029;5316;50025390;Y
20039214;5316;50025747;Y
20037429;5316;50025541;Y
20048178;5316;50026852;Y
20036871;5316;50025480;Y
20036102;5316;50025394;Y
20018070;5316;50024757;Y
20045174;5316;50026490;Y
20024430;5316;50024924;Y
20042382;5316;50026103;Y
20024034;5316;50024915;Y
16001895;5316;50023950;Y
20043407;5316;50026230;Y
20003989;5316;50024176;Y
20048149;5316;50026848;Y
20036371;5316;50025426;Y
16000244;5316;50023833;Y
20037202;5316;50025521;Y
20013526;5316;50024608;Y
20038290;5316;50025634;Y
20047298;5316;50026758;Y
16000417;5316;50023849;Y
20044112;5316;50026345;Y
16000132;5316;50023822;Y
20017078;5316;50024712;Y
20043862;5316;50026304;Y
20017717;5316;50024745;Y
20046671;5316;50026680;Y
20036645;5316;;N
20035182;5316;50025294;Y
20040368;5316;50025888;Y
20044302;5316;50026361;Y
20002891;5316;50024119;Y
16003275;5316;50024043;Y
20042942;5316;50026164;Y
20039985;5316;50025849;Y
20039381;5316;50025772;Y
20020150;5316;50024815;Y
20041226;5316;50025976;Y
20005893;5316;50024302;Y
20040034;5316;;N
20048029;5316;50026839;Y
20035978;5316;50025387;Y
20045097;5316;50026476;Y
20003190;5316;50024132;Y
16001099;5316;50023903;Y
20042603;5316;50026129;Y
20044789;5316;;N
20045720;5316;50026569;Y
20047693;5316;50026803;Y
20035647;5316;50025350;Y
20035297;5316;50025298;Y
20046868;5316;50026707;Y
20047991;5316;50026832;Y
20039267;5316;50025758;Y
20025379;5316;50024953;Y
16000857;5316;50023887;Y
20041091;5316;50025965;Y
16000051;5316;50023806;Y
20044752;5316;50026415;Y
20015317;5316;50024655;Y
16000006;5316;50023790;Y
20042356;5316;50026101;Y
20005642;5316;50024284;Y
20007181;5316;50024376;Y
16000595;5316;50023871;Y
20018527;5316;50024774;Y
20039354;5316;50025768;Y
20048668;5316;50026913;Y
16002318;5316;50023968;Y
20037055;5316;50025499;Y
20044918;5316;50026442;Y
20010665;5316;50024503;Y
16000373;5316;50023843;Y
16002901;5316;50024008;Y
20014035;5316;50024624;Y
20016073;5316;50024677;Y
20038182;5316;50025626;Y
16003064;5316;50024025;Y
20013179;5316;50024594;Y
20045524;5316;;N
16000636;5316;50023876;Y
20023143;5316;50024898;Y
20031350;5316;50025116;Y
20043448;5316;50026238;Y
20032160;5316;50025148;Y
20037682;5316;50025567;Y
20038287;5316;50025632;Y
20041479;5316;50025999;Y
20029717;5316;50025060;Y
20042104;5316;50026068;Y
20008601;5316;50024443;Y
20038368;5316;50025642;Y
16003293;5316;50024046;Y
20044590;5316;50026401;Y
16000308;5316;50023839;Y
20014971;5316;50024646;Y
20003554;5316;50024148;Y
20039150;5316;50025737;Y
20037927;5316;50025589;Y
20039596;5316;50025801;Y
20005587;5316;50024281;Y
20029586;5316;50025058;Y
20042325;5316;50026097;Y
20045470;5316;50026538;Y
20039648;5316;50025807;Y
20007295;5316;50024383;Y
20039398;5316;50025776;Y
20044941;5316;50026445;Y
20045273;5316;50026506;Y
20015723;5316;50024668;Y
20043547;5316;50026257;Y
20015321;5316;50024656;Y
20041905;5316;50026047;Y
20007566;5316;50024391;Y
20043268;5316;50026203;Y
20043565;5316;50026259;Y
16001248;5316;50023915;Y
20044576;5316;50010970;Y
20003809;5316;50024163;Y
20042726;5316;50024940;D
20024960;5316;50024940;Y
20017471;5316;50024730;Y
20037021;5316;50025496;Y
16003390;5316;50024061;Y
20011009;5316;50024518;Y
20035473;5316;50025326;Y
20010870;5316;50024510;Y
16000284;5316;50023836;Y
16001139;5316;50023908;Y
20008345;5316;50024429;Y
16003014;5316;50024020;Y
20005070;5316;50024251;Y
20044720;5316;;N
20010946;5316;50024512;Y
20032157;5316;50025146;Y
20037870;5316;50025582;Y
20042982;5316;50026170;Y
20042890;5316;50026157;Y
20044301;5316;50026360;Y
20035134;5316;50025287;Y
20035524;5316;50025333;Y
20029980;5316;50025069;Y
20037434;5316;50025544;Y
20047475;5316;50026771;Y
20045371;5316;50026521;Y
20038801;5316;50025691;Y
16000569;5316;50023864;Y
20048515;5316;50026894;Y
20037874;5316;50025583;Y
20039810;5316;50025825;Y
20042631;5316;50026133;Y
20022915;5316;50024891;Y
16002954;5316;50024015;Y
20035468;5316;50025325;Y
20036567;5316;50025449;Y
20043324;5316;;N
20044603;5316;50026402;Y
20048483;5316;50026889;Y
20036986;5316;50025494;Y
20047652;5316;50026799;Y
20039138;5316;50025736;Y
20021009;5316;50024840;Y
20045108;5316;50026480;Y
20035945;5316;50025384;Y
20042234;5316;50026081;Y
20047719;5316;50026806;Y
20046310;5316;50026644;Y
20038303;5316;50025635;Y
20032158;5316;50025147;Y
20013863;5316;50024618;Y
20038542;5316;;N
20048171;5316;50026850;Y
16000315;5316;50023840;Y
20028885;5316;50025039;Y
20011514;5316;50024532;Y
20041530;5316;50026006;Y
20045430;5316;50026532;Y
20047942;5316;50026824;Y
20037343;5316;50025531;Y
20043509;5316;50026252;Y
20034956;5316;50025278;Y
20004435;5316;50024205;Y
20048509;5316;50026892;Y
20004933;5316;50024243;Y
20036201;5316;50025406;Y
20047256;5316;50026754;Y
20002926;5316;50024120;Y
20034378;5316;50025243;Y
16000570;5316;50023865;Y
20020970;5316;50024838;Y
20033179;5316;50025195;Y
20043423;5316;50026233;Y
20029021;5316;50025045;Y
20028356;5316;50025027;Y
20003026;5316;50024125;Y
20034531;5316;50025254;Y
20023788;5316;50024911;Y
20033675;5316;50025213;Y
20039234;5316;;N
20005770;5316;50024293;Y
20003236;5316;50024136;Y
16002252;5316;50023962;Y
20003232;5316;50024135;Y
20038420;5316;50025646;Y
16003412;5316;50024068;Y
20039090;5316;50025731;Y
20011281;5316;50024523;Y
20048244;5316;50026862;Y
20004862;5316;50024238;Y
20017368;5316;50024725;Y
20011510;5316;50024531;Y
20040224;5316;50025873;Y
20037748;5316;50025572;Y
20047264;5316;50026756;Y
20040570;5316;50025916;Y
20036912;5316;50025486;Y
20004010;5316;50024178;Y
20039884;5316;50025835;Y
20032518;5316;50025162;Y
20040603;5316;50025920;Y
20037944;5316;50025592;Y
20043535;5316;50026255;Y
20040377;5316;50025891;Y
20002606;5316;50024084;Y
20009718;5316;50024467;Y
20042268;5316;50026087;Y
20045076;5316;50026471;Y
20045912;5316;50026593;Y
20039883;5316;50025834;Y
20034869;5316;50025274;Y
20026112;5316;50024983;Y
16002588;5316;50023984;Y
20004661;5316;50024221;Y
20047042;5316;50026718;Y
20042516;5316;50026119;Y
20036119;5316;50025397;Y
20047119;5316;50026730;Y
20045342;5316;50026517;Y
20035742;5316;50025361;Y
16000208;5316;50023832;Y
20040087;5316;;N
20040757;5316;50025935;Y
20039333;5316;50025766;Y
20046269;5316;50026636;Y
20042188;5316;50026073;Y
20027124;5316;50025002;Y
20034787;5316;50025269;Y
20047053;5316;50026720;Y
20035177;5316;50025292;Y
20043276;5316;50026206;Y
20041608;5316;50026012;Y
20039468;5316;50025785;Y
20035549;5316;50025336;Y
16002831;5316;50024000;Y
20035483;5316;50025327;Y
20045593;5316;50026551;Y
20046859;5316;50026706;Y
20040329;5316;;N
20043280;5316;50026207;Y
20043286;5316;;N
20006463;5316;50024338;Y
20047207;5316;50026744;Y
20033497;5316;50025208;Y
20037216;5316;;N
20046292;5316;50026639;Y
20043959;5321;50027959;Y
20012912;5316;50024583;Y
20045307;5316;50026510;Y
16002675;5316;50023986;Y
20048230;5316;50026859;Y
20043782;5316;50026290;Y
20045914;5316;50026594;Y
20044582;5316;50026398;Y
16003100;5316;50024030;Y
20012096;5316;50024568;Y
20028559;5316;50025031;Y
16002843;5316;50024002;Y
20044696;5316;50026407;Y
16002956;5316;50024016;Y
20039637;5316;50025806;Y
20037842;5316;50025581;Y
20037815;5316;50025579;Y
20032759;5316;50025184;Y
16000395;5316;50023846;Y
20005527;5316;50024278;Y
20023474;5316;50024903;Y
20022694;5316;50024883;Y
16002311;5316;50023967;Y
20015279;5316;50024653;Y
16003337;5316;50024052;Y
20040302;5316;50025880;Y
20025148;5316;50024944;Y
20045405;5316;50026526;Y
20036701;5316;50025460;Y
20037660;5316;50025563;Y
20039990;5316;50025850;Y
20047971;5316;50026829;Y
20010972;5316;50024515;Y
20004107;5316;50024186;Y
16000048;5316;50023805;Y
20047196;5316;50026742;Y
20012880;5316;50024579;Y
20042623;5316;50026131;Y
16000882;5316;50023888;Y
20025462;5316;50024959;Y
20028922;5316;50025041;Y
20041094;5316;50025967;Y
16003340;5316;50024053;Y
20039393;5316;50025775;Y
20036071;5316;50025391;Y
20036074;5316;50025392;Y
20036294;5316;50025416;Y
20042932;5316;;N
20045019;5316;50026461;Y
20032659;5316;50025177;Y
20035334;5316;50025302;Y
20045540;5316;50026544;Y
20042228;5316;50026079;Y
20045497;5316;50026540;Y
20017493;5316;50024731;Y
20040578;5316;50025918;Y
20006584;5316;50024344;Y
20035263;5316;;N
20044715;5316;50026410;Y
20004241;5316;50024193;Y
20006009;5316;50024309;Y
20027488;5316;50025010;Y
20006100;5316;50024317;Y
20047316;5316;50026760;Y
20039382;5316;50025773;Y
20042173;5316;50026071;Y
20020046;5316;50024813;Y
20047564;5316;50026785;Y
20023259;5316;50024900;Y
20044303;5316;50026362;Y
20038792;5316;50025689;Y
20037040;5316;50025497;Y
20029357;5316;50025053;Y
16002762;5316;50023995;Y
20002818;5316;;N
20022056;5316;50024863;Y
20019343;5316;50024800;Y
20042964;5316;50026167;Y
20031995;5316;50025137;Y
16000040;5316;50023803;Y
20024493;5316;50024928;Y
20036952;5316;50025491;Y
20046023;5316;50026607;Y
20039705;5316;50025810;Y
20044847;5316;50026433;Y
20008496;5316;50024435;Y
16001672;5316;50023943;Y
20037671;5316;50025566;Y
20003222;5316;50024134;Y
20040805;5316;50025938;Y
20038658;5316;50025675;Y
20014996;5316;50024648;Y
20044587;5316;50026400;Y
20022155;5316;50024869;Y
20007823;5316;50024401;Y
20045639;5316;50026558;Y
20045006;5316;50026457;Y
20032783;5316;;N
20007277;5316;50024381;Y
20037361;5316;50025537;Y
20034949;5316;50025277;Y
20024110;5316;50024918;Y
20043119;5316;50026185;Y
20048527;5316;50026895;Y
20026761;5316;50024994;Y
20042354;5316;50026100;Y
20043811;5316;50026298;Y
20040221;5316;50025871;Y
20044001;5316;50026327;Y
20046282;5316;50026638;Y
20047906;5316;50026821;Y
20013954;5316;50024620;Y
20037696;5316;;N
20041389;5316;50025989;Y
20042806;5316;50026146;Y
20046069;5316;50026613;Y
20042640;5316;50026134;Y
20044434;5316;50026385;Y
20036822;5316;50025473;Y
16002926;5316;50024011;Y
20012052;5316;50024565;Y
16000286;5316;50023837;Y
20030821;5316;50025099;Y
20020423;5316;50024822;Y
20021289;5316;50024849;Y
20032571;5316;50025167;Y
16000247;5316;50023834;Y
20002558;5316;50024079;Y
20040920;5316;50025948;Y
20045425;5316;50026528;Y
20038179;5316;50025624;Y
20005157;5316;50024260;Y
20047844;5316;50026815;Y
20033813;5316;50025224;Y
20047923;5316;50026822;Y
20006532;5316;50024340;Y
20039823;5316;;N
20041899;5316;50026045;Y
20043979;5316;50026323;Y
20043298;5316;50026211;Y
20018855;5316;50024790;Y
20016813;5316;50024704;Y
20045935;5316;50026596;Y
20005160;5316;50024261;Y
20043090;5316;50026183;Y
20007025;5316;50024365;Y
20026879;5316;50024999;Y
20004663;5316;50024222;Y
20023719;5316;50024910;Y
20041581;5316;50026010;Y
20048528;5316;50026896;Y
20022537;5316;50024876;Y
20002565;5316;50024080;Y
20037313;5316;50025527;Y
20036197;5316;50025404;Y
20037186;5316;50025519;Y
20024556;5316;50024934;Y
20006875;5316;50024354;Y
20036192;5316;50025402;Y
16003259;5316;50024041;Y
20013063;5316;50024591;Y
20047485;5316;50026774;Y
20005283;5316;50024267;Y
20002794;5316;50024102;Y
20044432;5316;50026384;Y
20002721;5316;50024094;Y
20026541;5316;50024990;Y
16002750;5316;50023993;Y
20037171;5316;50025514;Y
20004938;5316;50024244;Y
20035783;5316;50025369;Y
20015467;5316;50024659;Y
20046003;5316;50026605;Y
20040454;5316;50025902;Y
20039739;5316;50025814;Y
20019551;5316;50024804;Y
16000662;5316;50023878;Y
20015490;5316;50024661;Y
16001076;5316;50023901;Y
20038181;5316;50025625;Y
20040539;5316;50025914;Y
20046063;5316;50026611;Y
20039359;5316;50025770;Y
20017155;5316;50024717;Y
20040061;5316;50025856;Y
20040327;5316;50025884;Y
20044287;5316;50026359;Y
20040684;5316;;N
20045286;5316;50026508;Y
20040717;5316;;N
20006641;5316;50024346;Y
20042322;5316;50026096;Y
20003821;5316;50024164;Y
20038962;5316;50025716;Y
20031454;5316;50025118;Y
20045926;5316;50026595;Y
20040695;5316;;N
